project_name,class_name,wmc,cbo,dit,lcom,rfc,noc,numberOfLinesOfCode,numberOfMethods,numberOfVersionsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,defective
pde,org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock,87.0,15,2,253,150.0,0,338.0,23.0,19,3,1266.0,427.0,66.6316,411.0,127.0,21.6316,855.0,427.0,45.0,107.857,24.159,0
pde,org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject,15.0,7,4,91,24.0,2,50.0,14.0,6,3,29.0,18.0,4.83333,16.0,12.0,2.66667,13.0,16.0,2.16667,102.0,23.8473,0
pde,org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails,39.0,12,5,253,122.0,0,274.0,23.0,16,3,564.0,249.0,35.25,458.0,174.0,28.625,106.0,189.0,6.625,99.2857,29.9248,0
pde,org::eclipse::pde::internal::ui::search::FindDeclarationsAction,7.0,6,2,1,21.0,0,27.0,2.0,15,8,80.0,18.0,5.33333,82.0,29.0,5.46667,-2.0,10.0,-0.133333,305.0,115.632,0
pde,org::eclipse::pde::internal::ui::editor::product::ProductInputContext,12.0,9,3,21,34.0,0,59.0,7.0,9,5,41.0,13.0,4.55556,26.0,20.0,2.88889,15.0,12.0,1.66667,189.571,93.1533,0
pde,org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener,8.0,5,4,1,13.0,0,25.0,2.0,8,3,32.0,16.0,4.0,64.0,52.0,8.0,-32.0,12.0,-4.0,135.571,52.7589,0
pde,org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage,21.0,8,3,36,33.0,0,51.0,9.0,43,7,433.0,166.0,10.0698,382.0,168.0,8.88372,51.0,166.0,1.18605,297.571,56.8298,0
pde,org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector,13.0,6,2,1,24.0,0,39.0,2.0,6,3,30.0,12.0,5.0,40.0,22.0,6.66667,-10.0,10.0,-1.66667,58.1429,23.3905,0
pde,org::eclipse::pde::internal::ui::launcher::TracingBlock,53.0,15,1,210,130.0,0,282.0,21.0,13,4,866.0,384.0,66.6154,108.0,59.0,8.30769,758.0,384.0,58.3077,156.0,14.1886,1
pde,org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler,19.0,6,2,21,21.0,0,54.0,7.0,5,4,37.0,20.0,7.4,44.0,22.0,8.8,-7.0,2.0,-1.4,111.0,54.0695,0
pde,org::eclipse::pde::internal::core::feature::FeatureURLElement,24.0,6,3,45,36.0,0,76.0,10.0,15,7,168.0,68.0,11.2,125.0,57.0,8.33333,43.0,20.0,2.86667,335.286,75.5978,0
pde,org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpWizard,3.0,4,1,3,11.0,0,21.0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7143,0.0,0
pde,org::eclipse::pde::internal::core::plugin::PluginElement,68.0,19,5,153,150.0,0,228.0,18.0,32,9,618.0,196.0,19.3125,531.0,176.0,16.5937,87.0,60.0,2.71875,335.286,142.466,1
pde,org::eclipse::pde::internal::ui::PDEPluginImages,6.0,5,1,10,15.0,0,33.0,5.0,115,9,513.0,145.0,4.46087,404.0,145.0,3.51304,109.0,9.0,0.947826,335.286,177.571,1
pde,org::eclipse::pde::internal::ui::editor::plugin::FragmentGeneralInfoSection,53.0,15,4,231,153.0,0,315.0,22.0,27,6,795.0,173.0,29.4444,191.0,89.0,7.07407,604.0,173.0,22.3704,181.429,34.1743,0
pde,org::eclipse::pde::internal::ui::tests::macro::BooleanSelectionCommand,36.0,9,2,55,69.0,0,119.0,11.0,6,3,58.0,38.0,9.66667,50.0,39.0,8.33333,8.0,8.0,1.33333,183.857,114.448,0
pde,org::eclipse::pde::internal::core::text::bundle::ManifestHeader,18.0,24,3,153,27.0,2,58.0,18.0,12,3,452.0,211.0,37.6667,138.0,97.0,11.5,314.0,211.0,26.1667,151.143,12.7911,0
pde,org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSCommandManager,24.0,4,1,66,32.0,0,75.0,12.0,2,2,22.0,22.0,11.0,31.0,31.0,15.5,-9.0,0.0,-4.5,70.2857,36.1429,0
pde,org::eclipse::ui::internal::views::log::LogFilesManager,5.0,4,1,3,11.0,0,21.0,3.0,3,1,15.0,14.0,5.0,6.0,5.0,2.0,9.0,9.0,3.0,32.0,0.847619,0
pde,org::eclipse::pde::internal::core::schema::SchemaCompositor,42.0,12,4,55,78.0,0,154.0,11.0,27,7,250.0,72.0,9.25926,162.0,45.0,6.0,88.0,63.0,3.25926,335.286,135.562,0
pde,org::eclipse::pde::internal::ui::editor::product::ConfigurationPage,8.0,8,2,10,19.0,0,30.0,5.0,22,7,74.0,11.0,3.36364,50.0,15.0,2.27273,24.0,10.0,1.09091,189.286,58.583,0
pde,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRepeatedSubItem,8.0,3,6,28,13.0,0,27.0,8.0,9,2,120.0,90.0,13.3333,123.0,90.0,13.6667,-3.0,90.0,-0.333333,59.2857,0.845238,0
pde,org::eclipse::pde::internal::ui::refactoring::PDEMoveParticipant,9.0,4,1,21,24.0,3,28.0,7.0,8,2,79.0,28.0,9.875,46.0,27.0,5.75,33.0,25.0,4.125,158.0,46.358,0
pde,org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard,3.0,2,6,3,6.0,0,10.0,3.0,2,2,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,95.5714,58.5714,0
pde,org::eclipse::pde::internal::core::feature::WorkspaceFeatureModel,25.0,12,6,120,49.0,0,106.0,16.0,33,9,229.0,124.0,6.93939,201.0,119.0,6.09091,28.0,10.0,0.848485,335.286,138.53,1
pde,org::eclipse::pde::internal::core::ant::BaseExportTask,12.0,2,1,45,21.0,2,57.0,10.0,7,4,59.0,21.0,8.42857,33.0,16.0,4.71429,26.0,20.0,3.71429,128.143,40.3632,0
pde,org::eclipse::pde::internal::ui::wizards::plugin::FragmentFieldData,6.0,2,2,21,7.0,0,18.0,7.0,8,5,24.0,10.0,3.0,18.0,6.0,2.25,6.0,10.0,0.75,239.0,77.75,0
pde,org::eclipse::pde::internal::ui::preferences::JavaArgumentsTab,10.0,4,1,21,22.0,0,96.0,7.0,12,3,95.0,20.0,7.91667,37.0,25.0,3.08333,58.0,15.0,4.83333,145.143,36.0857,1
pde,org::eclipse::pde::internal::core::cheatsheet::comp::CompCSObject,17.0,15,3,210,49.0,5,68.0,21.0,6,3,64.0,32.0,10.6667,54.0,39.0,9.0,10.0,8.0,1.66667,102.0,43.5804,0
pde,org::eclipse::ui::internal::views::log::LogReader,57.0,14,1,15,90.0,0,180.0,6.0,10,1,145.0,53.0,14.5,113.0,46.0,11.3,32.0,11.0,3.2,49.4286,9.86798,0
pde,org::eclipse::pde::internal::ui::editor::feature::FeatureEditorMatchingStrategy,9.0,2,1,0,19.0,0,28.0,1.0,10,4,91.0,30.0,9.1,81.0,28.0,8.1,10.0,15.0,1.0,177.143,54.0377,0
pde,org::eclipse::pde::ui::launcher::AbstractPDELaunchConfigurationTabGroup,14.0,5,1,3,25.0,2,66.0,3.0,14,3,57.0,20.0,4.07143,51.0,28.0,3.64286,6.0,6.0,0.428571,104.0,43.2682,0
pde,org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor,2.0,3,1,0,9.0,0,12.0,1.0,7,1,174.0,74.0,24.8571,346.0,206.0,49.4286,-172.0,17.0,-24.5714,51.1429,9.73153,0
pde,org::eclipse::pde::internal::ui::templates::rcp::HelloRCPTemplate,19.0,13,5,91,67.0,0,108.0,14.0,6,4,36.0,30.0,6.0,35.0,32.0,5.83333,1.0,3.0,0.166667,95.5714,52.9246,0
pde,org::eclipse::pde::internal::core::schema::IncludedSchemaDescriptor,23.0,8,1,36,42.0,0,71.0,9.0,25,8,190.0,65.0,7.6,137.0,45.0,5.48,53.0,22.0,2.12,294.857,111.928,0
pde,org::eclipse::pde::internal::ui::wizards::templates::NewExtensionTemplateWizard,12.0,10,3,21,35.0,0,73.0,7.0,2,2,7.0,7.0,3.5,15.0,15.0,7.5,-8.0,0.0,-4.0,95.5714,61.4286,0
pde,org::eclipse::pde::internal::ui::util::LocaleUtil,6.0,5,1,1,18.0,0,29.0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2857,0.0,1
pde,org::eclipse::pde::internal::ui::editor::PDEStorageDocumentProvider,7.0,2,1,3,7.0,0,18.0,3.0,4,3,6.0,4.0,1.5,8.0,6.0,2.0,-2.0,0.0,-0.5,147.571,83.0476,1
pde,org::eclipse::pde::internal::ui::editor::FormLayoutFactory,16.0,95,1,66,23.0,0,212.0,12.0,5,2,261.0,153.0,52.2,230.0,168.0,46.0,31.0,40.0,6.2,85.8571,31.9425,0
pde,org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpCommand,11.0,7,5,45,15.0,0,30.0,10.0,2,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,33.4286,24.4286,0
pde,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode,2.0,5,3,1,5.0,0,7.0,2.0,4,2,56.0,51.0,14.0,57.0,51.0,14.25,-1.0,51.0,-0.25,58.4286,1.9898,0
pde,org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel,3.0,3,9,3,6.0,0,11.0,3.0,2,2,1.0,1.0,0.5,2.0,2.0,1.0,-1.0,0.0,-0.5,105.857,69.7143,0
pde,org::eclipse::pde::internal::ui::editor::build::BuildUtil,3.0,4,1,0,7.0,0,10.0,1.0,5,4,6.0,4.0,1.2,7.0,4.0,1.4,-1.0,0.0,-0.2,263.429,98.2381,0
pde,org::eclipse::pde::internal::ui::wizards::plugin::ContentPage,26.0,12,1,105,51.0,2,113.0,15.0,42,8,496.0,153.0,11.8095,700.0,239.0,16.6667,-204.0,37.0,-4.85714,239.0,54.5207,1
pde,org::eclipse::pde::internal::core::site::SiteArchive,16.0,5,3,45,30.0,0,48.0,10.0,15,7,63.0,10.0,4.2,51.0,8.0,3.4,12.0,10.0,0.8,302.571,92.4603,0
pde,org::eclipse::pde::internal::core::FileAdapter,20.0,9,1,55,25.0,1,50.0,11.0,18,8,90.0,26.0,5.0,69.0,26.0,3.83333,21.0,10.0,1.16667,335.286,119.943,0
pde,org::eclipse::pde::internal::runtime::registry::RegistryBrowserContentProvider,52.0,14,1,55,65.0,0,164.0,11.0,3,2,4.0,4.0,1.33333,0.0,0.0,0.0,4.0,4.0,1.33333,381.0,0.571429,0
pde,org::eclipse::pde::internal::runtime::PDERuntimePluginImages,6.0,5,1,10,16.0,0,30.0,5.0,5,2,53.0,39.0,10.6,38.0,34.0,7.6,15.0,6.0,3.0,381.0,1.91914,0
pde,org::eclipse::pde::internal::ui::views::dependencies::CallersListContentProvider,8.0,3,4,1,18.0,0,34.0,2.0,3,2,16.0,12.0,5.33333,17.0,9.0,5.66667,-1.0,4.0,-0.333333,108.143,43.25,0
pde,org::eclipse::pde::internal::ui::editor::product::ProductEditor,25.0,18,4,190,57.0,0,89.0,20.0,30,6,199.0,41.0,6.63333,107.0,34.0,3.56667,92.0,33.0,3.06667,191.143,58.7078,0
pde,org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSConclusionTextListener,16.0,7,1,45,26.0,0,67.0,10.0,7,2,73.0,35.0,10.4286,39.0,26.0,5.57143,34.0,33.0,4.85714,98.0,37.2094,0
pde,org::eclipse::pde::internal::ui::templates::ide::BaseEditorTemplate,2.0,1,5,1,2.0,2,6.0,2.0,3,3,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,95.5714,48.9524,0
pde,org::eclipse::pde::internal::core::text::plugin::PluginObjectNode,50.0,25,3,406,78.0,6,145.0,29.0,29,5,729.0,239.0,25.1379,129.0,42.0,4.44828,600.0,239.0,20.6897,151.143,30.9688,0
pde,org::eclipse::pde::internal::core::target::AdditionalDirectory,6.0,4,3,10,10.0,0,18.0,5.0,4,3,15.0,10.0,3.75,6.0,5.0,1.5,9.0,10.0,2.25,137.143,33.4667,0
pde,org::eclipse::pde::ui::templates::OptionTemplateSection,37.0,35,3,153,65.0,1,113.0,18.0,22,8,745.0,263.0,33.8636,515.0,148.0,23.4091,230.0,115.0,10.4545,333.286,43.4,0
pde,org::eclipse::pde::internal::core::util::PDETextHelper,57.0,34,1,66,87.0,0,283.0,12.0,8,3,584.0,191.0,73.0,210.0,120.0,26.25,374.0,188.0,46.75,104.286,14.3733,0
pde,org::eclipse::pde::internal::ui::templates::ide::SplashHandlersTemplate,45.0,13,5,378,93.0,0,214.0,28.0,8,2,101.0,63.0,12.625,131.0,109.0,16.375,-30.0,15.0,-3.75,77.1429,26.9661,0
pde,org::eclipse::pde::internal::ui::editor::toc::TocFormOutlinePage,10.0,8,3,10,15.0,0,30.0,5.0,5,2,207.0,93.0,41.4,24.0,22.0,4.8,183.0,93.0,36.6,60.2857,3.31608,0
pde,org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpRemoveAction,13.0,2,1,15,13.0,0,43.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0.0,0
pde,org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard,3.0,3,6,3,7.0,0,10.0,3.0,2,2,2.0,2.0,1.0,3.0,3.0,1.5,-1.0,0.0,-0.5,95.5714,58.5714,0
pde,org::eclipse::pde::internal::runtime::registry::PluginAdapter,2.0,4,3,1,4.0,0,16.0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
pde,org::eclipse::pde::internal::ui::editor::actions::ActionMenu,9.0,1,1,10,11.0,0,26.0,5.0,2,2,4.0,4.0,2.0,7.0,7.0,3.5,-3.0,0.0,-1.5,56.1429,22.0,0
pde,org::eclipse::pde::internal::core::text::plugin::XMLTextChangeListener,105.0,11,3,210,226.0,0,411.0,21.0,15,5,399.0,68.0,26.6,155.0,70.0,10.3333,244.0,66.0,16.2667,129.429,35.7744,0
pde,org::eclipse::pde::internal::ui::compare::PluginContentMergeViewer,10.0,6,1,15,17.0,0,45.0,6.0,4,2,27.0,18.0,6.75,14.0,12.0,3.5,13.0,17.0,3.25,59.0,8.60317,0
pde,org::eclipse::pde::internal::ui::editor::plugin::MatchSection,46.0,15,3,120,101.0,0,215.0,16.0,30,7,428.0,117.0,14.2667,630.0,231.0,21.0,-202.0,30.0,-6.73333,227.429,57.474,0
pde,org::eclipse::pde::internal::ui::editor::JarEntryFile,11.0,6,1,28,25.0,0,36.0,8.0,10,4,47.0,13.0,4.7,25.0,14.0,2.5,22.0,10.0,2.2,204.0,58.8723,0
pde,org::eclipse::pde::internal::core::JavaElementChangeListener,50.0,14,1,91,93.0,0,147.0,14.0,15,5,122.0,29.0,8.13333,77.0,34.0,5.13333,45.0,19.0,3.0,196.571,67.8677,0
pde,org::eclipse::pde::ui::launcher::AbstractLaunchShortcut,14.0,4,1,36,34.0,2,65.0,9.0,7,2,137.0,74.0,19.5714,51.0,31.0,7.28571,86.0,73.0,12.2857,104.429,12.7768,0
pde,org::eclipse::pde::internal::runtime::spy::handlers::SpyHandler,6.0,1,1,1,7.0,0,15.0,2.0,4,1,19.0,8.0,4.75,9.0,7.0,2.25,10.0,7.0,2.5,52.4286,17.5188,0
pde,org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSPage,21.0,15,2,28,48.0,0,95.0,8.0,10,3,120.0,29.0,12.0,75.0,48.0,7.5,45.0,29.0,4.5,99.2857,26.8655,0
pde,org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard,3.0,2,6,3,6.0,0,10.0,3.0,2,2,3.0,3.0,1.5,4.0,4.0,2.0,-1.0,0.0,-0.5,95.5714,58.5714,0
pde,org::eclipse::pde::internal::ui::wizards::exports::ProductDestinationGroup,16.0,5,3,10,26.0,0,84.0,5.0,10,3,273.0,125.0,27.3,33.0,24.0,3.3,240.0,125.0,24.0,140.0,5.87075,1
pde,org::eclipse::pde::internal::ui::search::FindReferencesAction,12.0,7,2,3,31.0,0,38.0,3.0,21,9,92.0,16.0,4.38095,82.0,31.0,3.90476,10.0,10.0,0.47619,305.0,143.0,0
pde,org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizard,15.0,17,3,21,54.0,0,84.0,7.0,67,8,659.0,107.0,9.83582,575.0,182.0,8.58209,84.0,88.0,1.25373,297.571,58.0098,1
pde,org::eclipse::pde::internal::ui::elements::ElementLabelProvider,5.0,2,1,3,7.0,1,15.0,3.0,6,6,34.0,17.0,5.66667,26.0,15.0,4.33333,8.0,6.0,1.33333,335.286,200.097,0
pde,org::eclipse::pde::internal::core::util::PDEXMLHelper,35.0,19,1,66,59.0,0,138.0,12.0,7,4,90.0,44.0,12.8571,14.0,13.0,2.0,76.0,44.0,10.8571,116.143,52.9079,0
pde,org::eclipse::pde::internal::ui::editor::ModelDataTransfer,10.0,15,1,15,21.0,0,62.0,6.0,11,7,46.0,13.0,4.18182,41.0,18.0,3.72727,5.0,4.0,0.454545,335.286,155.776,0
pde,org::eclipse::pde::internal::core::ModelProviderEvent,9.0,5,1,15,6.0,0,22.0,6.0,8,6,52.0,31.0,6.5,45.0,31.0,5.625,7.0,6.0,0.875,335.286,217.591,0
pde,org::eclipse::pde::internal::ui::properties::CompilersPropertyPage,13.0,2,1,36,38.0,0,75.0,9.0,15,5,180.0,85.0,12.0,234.0,118.0,15.6,-54.0,4.0,-3.6,201.0,150.579,0
pde,org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction,1.0,2,1,0,4.0,0,9.0,1.0,7,5,17.0,7.0,2.42857,18.0,9.0,2.57143,-1.0,1.0,-0.142857,227.857,115.252,0
pde,org::eclipse::pde::internal::ui::preferences::EditorPreferencePage,8.0,6,1,28,32.0,0,70.0,8.0,38,7,902.0,276.0,23.7368,838.0,303.0,22.0526,64.0,224.0,1.68421,326.571,168.697,1
pde,org::eclipse::pde::internal::core::build::BuildModel,10.0,14,4,6,28.0,2,41.0,4.0,14,7,137.0,61.0,9.78571,123.0,51.0,8.78571,14.0,10.0,1.0,335.286,106.508,0
pde,org::eclipse::pde::internal::ui::views::dependencies::CalleesContentProvider,16.0,3,3,3,20.0,2,47.0,3.0,7,2,119.0,52.0,17.0,54.0,21.0,7.71429,65.0,31.0,9.28571,108.143,38.0936,0
pde,org::eclipse::pde::internal::ui::editor::schema::SchemaPreviewLauncher,6.0,3,1,1,14.0,0,46.0,2.0,3,3,40.0,37.0,13.3333,8.0,8.0,2.66667,32.0,37.0,10.6667,70.0,2.82143,0
pde,org::eclipse::pde::internal::ui::tests::macro::MacroPlugin,6.0,15,1,15,18.0,0,43.0,6.0,4,3,39.0,28.0,9.75,37.0,28.0,9.25,2.0,2.0,0.5,183.857,124.077,0
pde,org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposal,8.0,3,1,21,8.0,0,27.0,7.0,2,2,7.0,7.0,3.5,8.0,8.0,4.0,-1.0,0.0,-0.5,94.4286,60.2857,0
pde,org::eclipse::pde::internal::ui::correction::RemoveExportPackageResolution,5.0,3,3,6,9.0,0,16.0,4.0,4,3,16.0,10.0,4.0,9.0,8.0,2.25,7.0,10.0,1.75,150.429,52.0982,0
pde,org::eclipse::pde::internal::ui::correction::RemoveBuildEntryResolution,6.0,3,3,3,8.0,0,20.0,3.0,4,2,11.0,10.0,2.75,5.0,4.0,1.25,6.0,10.0,1.5,130.857,11.9091,0
pde,org::eclipse::pde::internal::ui::editor::product::BrandingPage,4.0,7,2,6,15.0,0,24.0,4.0,24,7,112.0,34.0,4.66667,66.0,19.0,2.75,46.0,34.0,1.91667,189.571,44.4732,0
pde,org::eclipse::pde::internal::ui::editor::plugin::ManifestOutlinePage,19.0,7,3,3,19.0,0,37.0,3.0,13,5,68.0,18.0,5.23077,63.0,16.0,4.84615,5.0,18.0,0.384615,227.429,53.8655,0
pde,org::eclipse::pde::internal::ui::parts::ComboPart,32.0,16,1,120,47.0,2,92.0,16.0,18,5,131.0,28.0,7.27778,55.0,20.0,3.05556,76.0,18.0,4.22222,227.429,109.435,1
pde,org::eclipse::pde::ui::templates::RadioChoiceOption,16.0,6,4,15,30.0,0,72.0,6.0,6,2,48.0,17.0,8.0,30.0,14.0,5.0,18.0,17.0,3.0,137.143,17.2708,0
pde,org::eclipse::pde::internal::core::PDEClasspathContainer,32.0,12,1,36,68.0,1,97.0,9.0,35,6,406.0,112.0,11.6,253.0,46.0,7.22857,153.0,68.0,4.37143,225.286,65.3638,0
pde,org::eclipse::pde::internal::ui::launcher::LaunchArgumentsHelper,75.0,28,1,120,156.0,0,280.0,16.0,33,5,796.0,225.0,24.1212,232.0,80.0,7.0303,564.0,225.0,17.0909,155.714,30.9934,1
pde,org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizard,28.0,11,1,55,60.0,0,115.0,11.0,53,8,603.0,82.0,11.3774,585.0,93.0,11.0377,18.0,53.0,0.339623,335.286,140.258,1
pde,org::eclipse::pde::internal::core::product::ProductPlugin,7.0,4,3,10,12.0,0,19.0,5.0,12,5,42.0,10.0,3.5,38.0,13.0,3.16667,4.0,10.0,0.333333,191.143,54.4354,1
pde,org::eclipse::pde::internal::ui::compare::PluginStructureCreator,35.0,12,1,105,65.0,0,152.0,15.0,5,4,43.0,26.0,8.6,45.0,37.0,9.0,-2.0,7.0,-0.4,59.0,20.4917,0
pde,org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpTopicDetails,16.0,11,4,55,56.0,0,95.0,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0.0,0
pde,org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationPage,41.0,11,1,153,94.0,0,296.0,18.0,31,5,352.0,94.0,11.3548,259.0,68.0,8.35484,93.0,84.0,3.0,182.0,103.049,1
pde,org::eclipse::pde::internal::core::PluginModelManager,142.0,48,1,528,274.0,0,504.0,33.0,137,9,2209.0,577.0,16.1241,1461.0,416.0,10.6642,748.0,161.0,5.45985,335.286,182.492,1
pde,org::eclipse::pde::internal::ui::correction::RemoveSeperatorBuildEntryResolution,3.0,4,3,3,8.0,0,13.0,3.0,4,2,11.0,10.0,2.75,5.0,4.0,1.25,6.0,10.0,1.5,130.857,11.9091,0
pde,org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizardPage,57.0,20,1,171,135.0,0,378.0,19.0,34,4,1678.0,563.0,49.3529,567.0,132.0,16.6765,1111.0,563.0,32.6765,154.857,9.12728,0
pde,org::eclipse::pde::internal::ui::editor::product::ProductInfoSection,42.0,23,3,276,174.0,0,325.0,24.0,49,7,935.0,148.0,19.0816,398.0,101.0,8.12245,537.0,143.0,10.9592,189.571,84.8982,1
pde,org::eclipse::pde::internal::core::schema::SchemaType,5.0,2,1,10,5.0,2,16.0,5.0,11,7,50.0,18.0,4.54545,33.0,16.0,3.0,17.0,7.0,1.54545,335.286,166.054,0
pde,org::eclipse::pde::internal::ui::PixelConverter,3.0,0,1,3,7.0,0,12.0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0
pde,org::eclipse::pde::internal::core::text::bundle::BundleVendorHeader,3.0,4,5,3,5.0,0,9.0,3.0,4,2,64.0,31.0,16.0,2.0,2.0,0.5,62.0,31.0,15.5,151.0,3.79688,0
pde,org::eclipse::pde::internal::ui::editor::contentassist::display::BrowserInformationControl,55.0,10,1,300,77.0,0,230.0,25.0,6,3,132.0,118.0,22.0,168.0,148.0,28.0,-36.0,2.0,-6.0,110.857,70.2013,1
pde,org::eclipse::pde::internal::core::build::WorkspaceBuildModel,14.0,26,5,78,35.0,0,62.0,13.0,19,7,136.0,91.0,7.15789,131.0,99.0,6.89474,5.0,6.0,0.263158,335.286,127.958,1
pde,org::eclipse::pde::internal::core::schema::SchemaAttributeHandler,22.0,4,2,28,26.0,0,63.0,8.0,4,3,34.0,23.0,8.5,42.0,26.0,10.5,-8.0,0.0,-2.0,111.0,52.0588,0
pde,org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardDetailedPage,76.0,11,2,465,195.0,0,514.0,31.0,92,8,1806.0,254.0,19.6304,1584.0,500.0,17.2174,222.0,162.0,2.41304,335.286,128.619,1
pde,org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewTreePage,9.0,4,2,10,17.0,0,38.0,5.0,6,2,55.0,35.0,9.16667,38.0,30.0,6.33333,17.0,34.0,2.83333,108.143,46.4416,0
pde,org::eclipse::pde::internal::ui::editor::text::AbstractHyperlink,4.0,0,1,6,4.0,6,13.0,4.0,3,2,12.0,10.0,4.0,2.0,2.0,0.666667,10.0,10.0,3.33333,118.0,57.4286,0
pde,org::eclipse::pde::internal::ui::commands::CommandComposerPart,29.0,8,1,231,45.0,0,115.0,22.0,15,4,174.0,36.0,11.6,117.0,44.0,7.8,57.0,30.0,3.8,104.286,23.7135,0
pde,org::eclipse::pde::internal::ui::editor::plugin::ExtensionLabelProvider,2.0,1,1,3,5.0,0,6.0,3.0,2,1,204.0,204.0,102.0,0.0,0.0,0.0,204.0,204.0,102.0,36.0,0.0,0
pde,org::eclipse::pde::internal::ui::editor::schema::SchemaEditor,35.0,19,3,210,67.0,0,152.0,21.0,47,7,675.0,135.0,14.3617,502.0,134.0,10.6809,173.0,65.0,3.68085,335.286,131.094,0
pde,org::eclipse::pde::internal::ui::correction::CreateManifestClassResolution,6.0,9,3,3,17.0,0,22.0,3.0,11,3,30.0,10.0,2.72727,19.0,5.0,1.72727,11.0,10.0,1.0,128.286,29.6762,0
pde,org::eclipse::pde::internal::ui::tests::macro::WaitCommand,11.0,2,2,15,17.0,0,42.0,6.0,7,3,38.0,15.0,5.42857,33.0,11.0,4.71429,5.0,8.0,0.714286,183.857,85.2707,0
pde,org::eclipse::pde::internal::ui::editor::schema::NewClassCreationWizard,17.0,3,2,3,23.0,0,62.0,3.0,7,3,164.0,63.0,23.4286,30.0,20.0,4.28571,134.0,59.0,19.1429,147.0,44.3206,0
pde,org::eclipse::pde::internal::core::BundleValidationOperation,11.0,2,1,10,16.0,0,35.0,5.0,3,2,12.0,11.0,4.0,26.0,14.0,8.66667,-14.0,0.0,-4.66667,77.4286,38.0238,0
pde,org::eclipse::pde::internal::core::target::Target,124.0,17,3,820,229.0,0,338.0,41.0,20,3,549.0,179.0,27.45,136.0,48.0,6.8,413.0,178.0,20.65,144.857,11.1283,0
pde,org::eclipse::ui::internal::views::log::Group,4.0,3,2,3,6.0,1,14.0,3.0,3,1,13.0,8.0,4.33333,5.0,4.0,1.66667,8.0,7.0,2.66667,40.5714,13.4615,0
pde,org::eclipse::ui::internal::views::log::LogEntry,62.0,12,2,231,87.0,0,220.0,22.0,5,1,75.0,43.0,15.0,87.0,38.0,17.4,-12.0,9.0,-2.4,49.4286,8.60762,0
pde,org::eclipse::pde::internal::ui::editor::feature::FeatureFormPage,12.0,11,2,66,79.0,0,163.0,12.0,19,8,387.0,254.0,20.3684,177.0,45.0,9.31579,210.0,218.0,11.0526,335.286,152.426,0
pde,org::eclipse::pde::internal::ui::search::PluginSearchResultPage,7.0,7,2,15,27.0,0,37.0,6.0,11,5,68.0,19.0,6.18182,44.0,27.0,4.0,24.0,10.0,2.18182,201.286,92.6323,0
